Number,Name,Deployment State,Incident State,Type,Phone1,Phone2,Fax,E-Mail,Address,Note,Project
1024001318,310034 Eurospin Jastrebarsko,Functional,Operational,Shop,,,,,Ulica Većeslava Holjevca 15,,200
1024001319,LPP E-Commerce,Functional,Operational,Shop,,,,lppecommerce@gmail.com,Aleksandrovacka petlja,,122
1024001320,310037 Eurospin Karlovac,Functional,Operational,Shop,,,,,Ulica Ljudevita Sestica 7,,200
1024001321,0032 Deichmann Doboj,Functional,Operational,Shop,,,,0032deichmanndoboj@gmail.com,Nikole Tesle bb,,108
1024001322,310035 Eurospin Vinkovci,Functional,Operational,Shop,,,,,Zvonarska ulica 63,,200
1024001323,5507 Petrol BH Oil Company Banja Luka,Functional,Operational,Shop,,,,,Ivana Gorana Kovačića 203A,,299
1024001324,5545 Petrol Oil  N5 Caffe Bar,Functional,Operational,Shop,,,,,Bulevar srpske vojske 14A,,299
1024001325,5539 Petrol Oil BS Banja Luka Malta,Functional,Operational,Shop,,,,,Bulevar srpske vojske 14A,,299
1024001326,5547 Petrol Oil BS Vijenac Banja Luka,Functional,Operational,Shop,,,,,Omladinska ulica bb,,299
1024001327,5546 Petrol Oil N5 Caffe Bar Vijenac Banja Luka,Functional,Operational,Shop,,,,,Omladinska ulica bb,,299
1024001328,5508 Petrol Oil BS Sargovac Banja Luka,Functional,Operational,Shop,,,,,Bilećka bb,,299
1024001329,4832 Petrol BH Oil Company Doboj Šešlije,Functional,Operational,Shop,,,,petrolbhoilcompanydobojseslije@gmail.com,Šešlije BB,,299
1024001330,4847 Petrol BH Oil Company Doboj Kladari,Functional,Operational,Shop,,,,petrolbhoilcompanykladari@gmail.com,Kladari bb,,299
1024001331,4887 Petrol BH Oil Company Derventa,Functional,Operational,Shop,,,,petrolbhoilcompanyderventa@gmail.com,Derventski Lug bb,,299
1024001332,Decathlon Subotica,Functional,Operational,Shop,0800 30 11 46,,,,Segedinski put 88a,,123
1024001333,4844 Petrol Oil BS Zvornik,Functional,Operational,Shop,,,,,Tršić bb,,299
1024001334,4890 Petrol Oil BS Glumina Zvornik,Functional,Operational,Shop,,,,,Glumina bb,,299
1024001335,4825 Petrol Oil BS Vlasenica,Functional,Operational,Shop,,,,,Ilije Birčanina bb,,299
1024001336,4842 Petrol Oil BS Bijeljina,Functional,Operational,Shop,,,,,Majevičkih brigada kvart 52 br 4,,299
1024001337,4885 Petrol Oil N5 Bife Kladari (Doboj),Functional,Operational,Shop,,,,,Kladari bb,,299
1024001338,4828 Petrol Oil N5 Caffe Bar,Functional,Operational,Shop,,,,,Ilije Birčanina bb,,299
1024001339,O528 Jysk Litija,Functional,Operational,Shop,,,,O528jysklitija@gmail.com,Ježa bb,,106
1024001340,M0996 Koton Banja Luka,Functional,Operational,Shop,,,,,Veselina Masleše 6,,145
1024001341,58003 New Yorker Sarajevo,Functional,Operational,Shop,057 311-110,,,newyorkersarajevo@gmail.com,Vojvode Radomira Putnika bb,,188
1024001342,58005 New Yorker Bijeljina City Mall,Functional,Operational,Shop,055 294-010,,,newyorkerbijeljina@gmail.com,Sremska 10,,188
1024001343,58006 New Yorker Banja Luka,Functional,Operational,Shop,051 234-200,,,newyorkerbanjaluka@gmail.com,Trg Krajine 2,,188
1024001344,58012 New Yorker Prijedor,Functional,Operational,Shop,052 490-144,,,newyorkerprijedor@gmail.com,Kralja Petra I oslobodioca,,188
1024001345,58014 New Yorker Trebinje,Functional,Operational,Shop,059 490-570,,,newyorkerprijedor@gmail.com,Zasad polje,,188
1024001346,58015 New Yorker Banja Luka Delta Planet,Functional,Operational,Shop,051 264-210,,,newyorkerbanjalukadeltaplanet@gmail.com,Bulevar srpske vojske 8,,188
1024001347,58019 New Yorker Gradiška,Functional,Operational,Shop,051 492 481,,,newyorkergradiska@gmail.com,16. Krajiške Brigade,,188
1024001348,New Yorker BIH Headquater,Functional,Operational,Shop,,,,,,,188
1024001349,M1513 Koton Usora,Functional,Operational,Shop,,,,STOREM1513@koton.com.tr,Tešanjka BB,,145
1024001350,7538 - Women Secret The Mall,Functional,Operational,Shop,+359 228 840 511,,,tien7538@womensecret.com,Bulevar Carigradsko šose 115z,,107
1024001351,7539 - Cortefiel The Mall,Functional,Operational,Shop,+359 228 840 561,,,tien7539@cortefiel.com,Bulevar Carigradsko šose 115z,,107
1024001352,7768 - Springfield The Mall,Functional,Operational,Shop,+359 2 884 0530,,,tien7768@spf.com,Bulevar Carigradsko šose 115z,,107
1024001353,310030 Eurospin Matulji,Functional,Operational,Shop,,,,,Cesta Dalmatinskih brigada 7A,,200
1024001354,58028 New Yorker Doboj City Park,Functional,Operational,Shop,053 423-845,,,newyorkerdoboj@gmail.com,Nikole Tesle 26,,188
1024001355,310023 Eurospin Biograd na Moru,Functional,Operational,Shop,,,,,Žutska ulica 1,,200
1024001356,LDC832 CROSSDOCK CENTAR Novi Sad,Functional,Operational,Shop,,,,,Temerinski put 50,,112
1024001357,MP203 Trstenik,Functional,Operational,Shop,,,,,Cara Dusana bb Trstenik,,112
1024001358,2055 - Women Secret Usce,Functional,Operational,Shop,,,,tien2055@womensecret.com,Bulevar Mihajla Pupina 4,,107
1024001359,BAHAM0001 H&M Sarajevo,Functional,Operational,Shop,,,,hmsarajevocc@gmail.com,Vrbanja 1,,115
1024001360,Poreska uprava filijala Zemun,Functional,Operational,Shop,011/6969-141,,,kabinet@purs.gov.rs,Cara Dušana 145,,206
1024001361,9609 Women Secret Split,Functional,Operational,Shop,,,,,Vukovarska 207,,107
1024001362,Kiehls Rajiceva Belgrade Loreal,Functional,Operational,Shop,,,,kiehlsrajicevabg@gmail.com,Kneza Mihaila 54,,179
1024001363,310022 Eurospin Zagreb Samoborska,Functional,Operational,Shop,,,,,Samoborska 131,,200
1024001364,Roda 612 KUTAK,Functional,Operational,Shop,,,,mp612@mercator.rs,Vazduhoplovaca 1/11,,112
1024001365,Loreal Kiehls Paradise Mall BG0010,Functional,Operational,Shop,,,,,,,179
1024001366,Loreal Kiehls Serdika Mall BG0020,Functional,Operational,Shop,,,,,,,179
1024001367,M1159 Koton Beograd BEO SC,Functional,Operational,Shop,,,,,Vojislava Ilica 141i,,145
1024001368,IKEA Studio za planiranje Novi Beograd,Functional,Operational,Shop,,,,,Đorđa Stanojevića 35,,119
1024001369,M0894 Koton Kraljevo RETAIL PARK NEST,Functional,Operational,Shop,,,,,E761 39a,,145
1024001370,2057 - Women Secret BIG Fashion Kragujevac,Functional,Operational,Shop,,,,tien2057@womensecret.com,Bulevar Kraljice Marije 56 BIG Fashion,,107
1024001371,Lidl Srbija,Functional,Operational,Shop,,,,,Nova industrijska zona BB,,193
1024001372,310040 Eurospin Ivanec,Functional,Operational,Shop,,,,,Ivanečko naselje 2/28,,200
1024001373,0044 Deichman Cacak,Functional,Operational,Shop,,,,0044deichmancacak@gmail.com,Nikole Tesle 3,,108
1024001374,PaOP Rijeka - Galerija Bakar,Functional,Operational,Shop,,,,,"Galerija Bakar, Kukuljanovo 362, 51223",,119
1024001375,310041 Eurospin Nova Gradiška,Functional,Operational,Shop,,,,,Kralja Petra Svačića 2,,200
1024001376,Petrol Oil LPG HIB D.O.O Šamac,Functional,Operational,Shop,,,,,Preduzetnička zona bb,,299
1024001377,Petrol Oil Hidroenergina,Functional,Operational,Shop,,,,,Dzemala Bijedica 202,,299
1024001378,JYSK V672 Nova Gradiška,Functional,Operational,Shop,,,,,Ulica Kralja Petra Svačića 3,,106
1024001379,0043 Deichmann Sabac,Functional,Operational,Shop,,,,0043deichmannsabac@gmail.com,Vojvode Janka Stojićevića 3,,108
1024001380,Loreal Kiehl's Rijeka Tower Center,Functional,Operational,Shop,,,,hr.khl.tcr@loreal.com,BQ Kiehl's HR Rijeka Tower Center,,179
1024001381,M0865 Koton Rakovica Beograd CAPITOL PARK,Functional,Operational,Shop,,,,STOREM0865@koton.com.tr,"Patrijarha Dimitrija 14, Beograd",,145
1024001382,Y154 Jysk Bor,Functional,Operational,Shop,+381 63 103 41 21,,,Y154JyskBor@gmail.com,Nikole Pašića bb,,106
1024001383,310048 Eurospin Vukovar,Functional,Operational,Shop,,,,eurospinvukovar@gmail.com,Bana Josipa Jelačića 73A,,200
1024001384,310045 Eurospin Osijek,Functional,Operational,Shop,,,,eurospinosijekjjs@gmail.com,J.J.Strossmayera 343A,,200
1024001385,2832 Springfield Smederevo Gold Retail Park,Functional,Operational,Shop,,,,tien2832@spf.com,"Crvene Armije Smederevo, Gold Retail park",,107
1024001386,310043 Eurospin Metković,Functional,Operational,Shop,,,,eurospinmetkovic@gmail.com,Franje Asiškog bb,,200
1024001387,IKEA Hrvatska HR021 Pula,Functional,Operational,Shop,,,,ikeacrospula@gmail.com,Industrijska ul. 15,,119
1024001388,310025 Eurospin Varaždin,Functional,Operational,Shop,,,,,Gustava Krkleca 1,,200
1024001389,310038 Eurospin Kukuljanovo,Functional,Operational,Shop,,,,eurospinkukuljanovo@gmail.com,Kukuljanovo 350,,200
1024001390,4640 - Cortefiel Delta City BG,Functional,Operational,Shop,,,,tien4640@cortefiel.com,Jurija Gagarina 16,,107
1024001391,0040 Deichmann Smederevo,Functional,Operational,Shop,,,,0040deichmannsmederevo@gmail.com,Crvene armije 65,,108
1024001392,CD 834 Nis,Functional,Operational,Shop,,,,cd834@gmail.com,Vazduhoplovaca I/11,,112
1024001393,4335 - Springfield AFI Ploiesti,Functional,Operational,Shop,,,,tien4335@spf.com,Strada Calomfirescu 2,,107
1024001394,4323 - Springfield Mega Mall,Functional,Operational,Shop,,,,tien4323@spf.com,Bulevardul Pierre de Coubertin 3-5,,107
1024001395,4327 - Springfield AFI Cotroceni,Functional,Operational,Shop,,,,tien4327@spf.com,Bulevardul General Paul Teodorescu 4,,107
1024001396,Tendam HQ Romania,Functional,Operational,Shop,,,,Tendam_hq@gmail.com,,,107
1024001397,310049 Eurospin Zlatar,Functional,Operational,Shop,,,,eurospinzlatar@gmail.com,Zagrebačka ulica 70C,,200
1024001398,4877 BH Petrol Oil Company Derventa,Retired,Incident,Shop,,,,bhpetroloilcompanyderventa@gmail.com,Derventski Lug bb,,299
1024001399,IKEA Cacak,Functional,Operational,Shop,,,,ikeacacak@gmail.com,Nikole Tesle 11,,119
1024001400,310031 Eurospin Ljubljanska,Functional,Operational,Shop,,,,310031eurospin@gmail.com,Ljubljanska Avenija 2D,,200
1024001401,4525 - Women Secret ParkLake,Functional,Operational,Shop,,,,tien4525@womensecret.com,Str. Liviu Rebreanu 4,,107
1024001402,Idea 495 Kraljevo,Functional,Operational,Shop,,,,mp495@mercator.rs,"Cara Lazara 1, Kraljevo",,112
1024001403,4460 - Springfield,Functional,Operational,Shop,,,,tien4460@spf.com,Avenija Dubrovnik 16,,107
1024001404,4630 - Women Secret,Functional,Operational,Shop,,,,tien4630@womensecret.com,Piata Consiliul Europei 2,,107
1024001405,4412 - Springfield,Functional,Operational,Shop,,,,tien4412@spf.com,Piata Consiliul Europei 2,,107
1024001406,Decathlon Nis,Functional,Operational,Shop,,,,,,,123
1024001407,310046 Eurospin Šibenik,Functional,Operational,Shop,,,,eurospinsibenik@gmail.com,Južna magistrala 3,,200
